,left_side,right_side,similairity
3952,"BUILDING 406, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE",0.8420415439502134
3954,"BUILDING 407, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 402, TULSA IA AIR NATIONAL GUARD BASE",0.8828001741606337
3955,"BUILDING 407, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE",0.8824154197825046
3956,"BUILDING 407, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 406, TULSA IA AIR NATIONAL GUARD BASE",0.8823084009450304
3957,"BUILDING 407, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 401, TULSA IA AIR NATIONAL GUARD BASE",0.8797609920651488
3958,"BUILDING 407, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 403, TULSA IA AIR NATIONAL GUARD BASE",0.8791830122441765
3959,"BUILDING 407, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE",0.8568540251255516
3960,"BUILDING 407, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE",0.8389132761451823
3961,"BUILDING 407, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE",0.8347590676191708
3962,"BUILDING 407, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 20, TULSA IA AIR NATIONAL GUARD BASE",0.8308816435444256
3964,"BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 402, TULSA IA AIR NATIONAL GUARD BASE",0.8861995719034574
3965,"BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 406, TULSA IA AIR NATIONAL GUARD BASE",0.8857059050172276
3966,"BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 401, TULSA IA AIR NATIONAL GUARD BASE",0.8831486868325337
3967,"BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 403, TULSA IA AIR NATIONAL GUARD BASE",0.8825684813852458
3968,"BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 407, TULSA IA AIR NATIONAL GUARD BASE",0.8824154197825046
3969,"BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 318, TULSA IA AIR NATIONAL GUARD BASE",0.863342643228889
3970,"BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE",0.8601535120583792
3971,"BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE",0.842143678653954
3972,"BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE",0.8379734735213492
3974,"BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE",0.8862743080261216
3975,"BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE",0.881885572752191
3976,"BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 402, TULSA IA AIR NATIONAL GUARD BASE",0.860528559708509
3977,"BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE",0.8601535120583792
3978,"BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 406, TULSA IA AIR NATIONAL GUARD BASE",0.8600491931323431
3979,"BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 535, TULSA IA AIR NATIONAL GUARD BASE",0.8596378387659963
3980,"BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 305, TULSA IA AIR NATIONAL GUARD BASE",0.8595181098182774
3981,"BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 401, TULSA IA AIR NATIONAL GUARD BASE",0.8575660512407165
3982,"BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 403, TULSA IA AIR NATIONAL GUARD BASE",0.8570026529118079
3984,"BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 535, TULSA IA AIR NATIONAL GUARD BASE",0.921748573176056
3985,"BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE",0.9020124469648311
3986,"BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE",0.8862743080261216
3987,"BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 532, TULSA IA AIR NATIONAL GUARD BASE",0.8841514591971976
3988,"BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 501, TULSA IA AIR NATIONAL GUARD BASE",0.8793970531475719
3989,"BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 305, TULSA IA AIR NATIONAL GUARD BASE",0.8791345015751019
3990,"BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 20, TULSA IA AIR NATIONAL GUARD BASE",0.8580707830469295
3991,"BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE",0.8443920299159127
3992,"BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 320, TULSA IA AIR NATIONAL GUARD BASE",0.8433932496170045
3994,"BUILDING 501, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 301, TULSA IA AIR NATIONAL GUARD BASE",0.8864191894258125
3995,"BUILDING 501, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 401, TULSA IA AIR NATIONAL GUARD BASE",0.8838387924067035
3996,"BUILDING 501, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE",0.8793970531475719
3997,"BUILDING 501, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 532, TULSA IA AIR NATIONAL GUARD BASE",0.8542549371771663
3998,"BUILDING 501, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 535, TULSA IA AIR NATIONAL GUARD BASE",0.8529672758636303
3999,"BUILDING 501, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE",0.8329250529822817
4000,"BUILDING 501, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 20, TULSA IA AIR NATIONAL GUARD BASE",0.8290561478356708
4001,"BUILDING 501, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE",0.8183923375486137
4002,"BUILDING 501, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE",0.8158399253490748
4004,"BUILDING 532, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 535, TULSA IA AIR NATIONAL GUARD BASE",0.8953956198207987
4005,"BUILDING 532, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE",0.8841514591971976
4006,"BUILDING 532, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE",0.8598243836822234
4007,"BUILDING 532, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 402, TULSA IA AIR NATIONAL GUARD BASE",0.8579088467901996
4008,"BUILDING 532, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 302, TULSA IA AIR NATIONAL GUARD BASE",0.8572192884780763
4009,"BUILDING 532, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 501, TULSA IA AIR NATIONAL GUARD BASE",0.8542549371771663
4010,"BUILDING 532, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 602, TULSA IA AIR NATIONAL GUARD BASE",0.8518985416605657
4011,"BUILDING 532, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE",0.837428211022908
4012,"BUILDING 532, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 20, TULSA IA AIR NATIONAL GUARD BASE",0.8335383888787143
4014,"BUILDING 535, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE",0.921748573176056
4015,"BUILDING 535, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 532, TULSA IA AIR NATIONAL GUARD BASE",0.8953956198207987
4016,"BUILDING 535, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE",0.8749029769077108
4017,"BUILDING 535, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE",0.8596378387659963
4018,"BUILDING 535, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 501, TULSA IA AIR NATIONAL GUARD BASE",0.8529672758636303
4019,"BUILDING 535, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 305, TULSA IA AIR NATIONAL GUARD BASE",0.8527126151290481
4020,"BUILDING 535, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 20, TULSA IA AIR NATIONAL GUARD BASE",0.8322819546575051
4021,"BUILDING 535, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE",0.8190143086566306
4022,"BUILDING 535, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 320, TULSA IA AIR NATIONAL GUARD BASE",0.8180455461304235
4024,"BUILDING 602, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 603, TULSA IA AIR NATIONAL GUARD BASE",0.8885156558105778
4025,"BUILDING 602, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 402, TULSA IA AIR NATIONAL GUARD BASE",0.8826839331964755
4026,"BUILDING 602, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 302, TULSA IA AIR NATIONAL GUARD BASE",0.8819744615021446
4027,"BUILDING 602, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE",0.8547291016591283
4028,"BUILDING 602, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 532, TULSA IA AIR NATIONAL GUARD BASE",0.8518985416605657
4029,"BUILDING 602, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE",0.8366084429876152
4030,"BUILDING 602, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE",0.8324656477480858
4031,"BUILDING 602, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 20, TULSA IA AIR NATIONAL GUARD BASE",0.8285988765212899
4032,"BUILDING 602, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE",0.8179409479282032
4034,"BUILDING 603, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 602, TULSA IA AIR NATIONAL GUARD BASE",0.8885156558105778
4035,"BUILDING 603, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 403, TULSA IA AIR NATIONAL GUARD BASE",0.8844251957827028
4036,"BUILDING 603, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE",0.8369344909914165
4037,"BUILDING 603, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE",0.832790081197158
4038,"BUILDING 603, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 20, TULSA IA AIR NATIONAL GUARD BASE",0.8289218029893483
4039,"BUILDING 603, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE",0.8182597207251248
4040,"BUILDING 603, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE",0.8157077221325847
4041,"BUILDING 603, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 320, TULSA IA AIR NATIONAL GUARD BASE",0.814742870767734
4042,"BUILDING 603, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 304, TULSA IA AIR NATIONAL GUARD BASE",0.8143726596247255
4480,RIVERVIEW INTENSIVE LEVEL SURVEY ,RIVERVIEW INTENSIVE LEVEL SURVEY,0.9908824482663855
4481,RIVERVIEW INTENSIVE LEVEL SURVEY ,RIVERVIEW INTENSIVE LEVEL SURVEY,0.9908824482663855
4482,RIVERVIEW INTENSIVE LEVEL SURVEY ,RIVERVIEW INTENSIVE LEVEL SURVEY,0.9908824482663855
4483,RIVERVIEW INTENSIVE LEVEL SURVEY ,RIVERVIEW INTENSIVE LEVEL SURVEY,0.9908824482663855
4484,RIVERVIEW INTENSIVE LEVEL SURVEY ,RIVERVIEW INTENSIVE LEVEL SURVEY,0.9908824482663855
4485,RIVERVIEW INTENSIVE LEVEL SURVEY ,RIVERVIEW INTENSIVE LEVEL SURVEY,0.9908824482663855
4486,RIVERVIEW INTENSIVE LEVEL SURVEY ,RIVERVIEW INTENSIVE LEVEL SURVEY,0.9908824482663855
4487,RIVERVIEW INTENSIVE LEVEL SURVEY ,RIVERVIEW INTENSIVE LEVEL SURVEY AREA,0.9657157422895498
5045,RIVERVIEW INTENSIVE LEVEL SURVEY,RIVERVIEW INTENSIVE LEVEL SURVEY ,0.9908824482663855
5046,RIVERVIEW INTENSIVE LEVEL SURVEY,RIVERVIEW INTENSIVE LEVEL SURVEY ,0.9908824482663855
5047,RIVERVIEW INTENSIVE LEVEL SURVEY,RIVERVIEW INTENSIVE LEVEL SURVEY AREA,0.956910779049259
5069,RIVERVIEW INTENSIVE LEVEL SURVEY AREA ,RIVERVIEW INTENSIVE LEVEL SURVEY AREA,0.9516266431352395
5070,RIVERVIEW INTENSIVE LEVEL SURVEY AREA ,RIVERVIEW INTENSIVE LEVEL SURVEY AREA,0.9516266431352395
5071,RIVERVIEW INTENSIVE LEVEL SURVEY AREA ,RIVERVIEW INTENSIVE LEVEL SURVEY AREA,0.9516266431352395
5072,RIVERVIEW INTENSIVE LEVEL SURVEY AREA ,RIVERVIEW INTENSIVE LEVEL SURVEY AREA,0.9516266431352395
5073,RIVERVIEW INTENSIVE LEVEL SURVEY AREA ,RIVERVIEW INTENSIVE LEVEL SURVEY AREA,0.9516266431352395
5074,RIVERVIEW INTENSIVE LEVEL SURVEY AREA ,RIVERVIEW INTENSIVE LEVEL SURVEY AREA,0.9516266431352395
5075,RIVERVIEW INTENSIVE LEVEL SURVEY AREA ,RIVERVIEW INTENSIVE LEVEL SURVEY AREA,0.9516266431352395
5076,RIVERVIEW INTENSIVE LEVEL SURVEY AREA ,RIVERVIEW INTENSIVE LEVEL SURVEY AREA,0.9516266431352395
5077,RIVERVIEW INTENSIVE LEVEL SURVEY AREA ,RIVERVIEW INTENSIVE LEVEL SURVEY AREA,0.9516266431352395
5565,RIVERVIEW INTENSIVE LEVEL SURVEY,RIVERVIEW INTENSIVE LEVEL SURVEY ,0.9908824482663855
5566,RIVERVIEW INTENSIVE LEVEL SURVEY,RIVERVIEW INTENSIVE LEVEL SURVEY ,0.9908824482663855
5567,RIVERVIEW INTENSIVE LEVEL SURVEY,RIVERVIEW INTENSIVE LEVEL SURVEY AREA,0.956910779049259
5624,RIVERVIEW INTENSIVE LEVEL SURVEY,RIVERVIEW INTENSIVE LEVEL SURVEY ,0.9908824482663855
5625,RIVERVIEW INTENSIVE LEVEL SURVEY,RIVERVIEW INTENSIVE LEVEL SURVEY ,0.9908824482663855
5626,RIVERVIEW INTENSIVE LEVEL SURVEY,RIVERVIEW INTENSIVE LEVEL SURVEY AREA,0.956910779049259
6504,123 NORTH VANCOUVER AVENUE,1151 NORTH VANCOUVER AVENUE,0.8133523233246476
6527,2538 NORTH ROCKFORD AVENUE,2530 NORTH ROCKFORD AVENUE,0.8012831072083242
6541,407 EAST SEMINOLE PLACE,437 EAST SEMINOLE PLACE,0.8514141626832876
6546,437 EAST SEMINOLE PLACE,407 EAST SEMINOLE PLACE,0.8514141626832876
6549,505 EAST MARSHALL PLACE,1715 EAST MARSHALL PLACE,0.824638306618064
6552,525 EAST TECUMSEH STREET,523 EAST TECUMSEH STREET,0.8133090956063587
6576,HARVARD HILLS HISTORIC DISTRICT,HARVARD HILLS,0.8609814536202329
6579,HARVARD HILLS HISTORIC DISTRICT,HARVARD HILLS,0.8609814536202329
6833,STRUCTURE 1,STRUCTURE 12,0.9415733802833292
6834,STRUCTURE 1,STRUCTURE 18,0.9352413115970405
6835,STRUCTURE 1,STRUCTURE 11,0.9352413115970405
6836,STRUCTURE 1,STRUCTURE 15,0.9338769068472076
6837,STRUCTURE 1,STRUCTURE 16,0.9216741372213878
6838,STRUCTURE 1,STRUCTURE 19,0.9142414796782375
6839,STRUCTURE 1,STRUCTURE 14,0.9088503708545904
6840,STRUCTURE 1,STRUCTURE 2,0.8570894162696957
6841,STRUCTURE 1,STRUCTURE 5,0.8424918199806262
6843,STRUCTURE 11,STRUCTURE 1,0.9352413115970405
6844,STRUCTURE 11,STRUCTURE 12,0.8805983231410399
6845,STRUCTURE 11,STRUCTURE 18,0.874676310917753
6846,STRUCTURE 11,STRUCTURE 15,0.8734002632299702
6847,STRUCTURE 11,STRUCTURE 16,0.8619877289600015
6848,STRUCTURE 11,STRUCTURE 19,0.8550364005706943
6849,STRUCTURE 11,STRUCTURE 14,0.8499944128835041
6850,STRUCTURE 11,STRUCTURE 2,0.8015854298280123
6852,STRUCTURE 12,STRUCTURE 1,0.9415733802833292
6853,STRUCTURE 12,STRUCTURE 18,0.8805983231410399
6854,STRUCTURE 12,STRUCTURE 11,0.8805983231410399
6855,STRUCTURE 12,STRUCTURE 15,0.8793136359486651
6856,STRUCTURE 12,STRUCTURE 16,0.8678238329032629
6857,STRUCTURE 12,STRUCTURE 19,0.8608254404158707
6858,STRUCTURE 12,STRUCTURE 14,0.8557493158573141
6859,STRUCTURE 12,STRUCTURE 2,0.8070125788821229
6861,STRUCTURE 14,STRUCTURE 1,0.9088503708545904
6862,STRUCTURE 14,STRUCTURE 12,0.8557493158573141
6863,STRUCTURE 14,STRUCTURE 18,0.8499944128835041
6864,STRUCTURE 14,STRUCTURE 11,0.8499944128835041
6865,STRUCTURE 14,STRUCTURE 15,0.8487543731206229
6866,STRUCTURE 14,STRUCTURE 16,0.8376638814207433
6867,STRUCTURE 14,STRUCTURE 19,0.8309087078562157
6869,STRUCTURE 18,STRUCTURE 1,0.9352413115970405
6870,STRUCTURE 18,STRUCTURE 12,0.8805983231410399
6871,STRUCTURE 18,STRUCTURE 11,0.874676310917753
6872,STRUCTURE 18,STRUCTURE 15,0.8734002632299702
6873,STRUCTURE 18,STRUCTURE 16,0.8619877289600015
6874,STRUCTURE 18,STRUCTURE 19,0.8550364005706943
6875,STRUCTURE 18,STRUCTURE 14,0.8499944128835041
6876,STRUCTURE 18,STRUCTURE 2,0.8015854298280123
6878,STRUCTURE 19,STRUCTURE 1,0.9142414796782375
6879,STRUCTURE 19,STRUCTURE 12,0.8608254404158707
6880,STRUCTURE 19,STRUCTURE 18,0.8550364005706943
6881,STRUCTURE 19,STRUCTURE 11,0.8550364005706943
6882,STRUCTURE 19,STRUCTURE 15,0.853789005153327
6883,STRUCTURE 19,STRUCTURE 16,0.8426327269944446
6884,STRUCTURE 19,STRUCTURE 14,0.8309087078562157
6886,STRUCTURE 2,STRUCTURE 22,0.9315269413181319
6887,STRUCTURE 2,STRUCTURE 21,0.9276535088657265
6888,STRUCTURE 2,STRUCTURE 20,0.9253025427381504
6889,STRUCTURE 2,STRUCTURE 1,0.8570894162696957
6890,STRUCTURE 2,STRUCTURE 5,0.8371089999827089
6891,STRUCTURE 2,STRUCTURE 3,0.8371089999827089
6892,STRUCTURE 2,STRUCTURE 6,0.8193840244204603
6893,STRUCTURE 2,STRUCTURE 12,0.8070125788821229
6894,STRUCTURE 2,STRUCTURE 11,0.8015854298280123
6896,STRUCTURE 20,STRUCTURE 2,0.9253025427381504
6897,STRUCTURE 20,STRUCTURE 22,0.8619442474307593
6898,STRUCTURE 20,STRUCTURE 21,0.8583601505334242
6900,STRUCTURE 21,STRUCTURE 2,0.9276535088657265
6901,STRUCTURE 21,STRUCTURE 22,0.864134235716723
6902,STRUCTURE 21,STRUCTURE 20,0.8583601505334242
6904,STRUCTURE 22,STRUCTURE 2,0.9315269413181319
6905,STRUCTURE 22,STRUCTURE 21,0.864134235716723
6906,STRUCTURE 22,STRUCTURE 20,0.8619442474307593
6908,STRUCTURE 5,STRUCTURE 1,0.8424918199806262
6909,STRUCTURE 5,STRUCTURE 2,0.8371089999827089
6910,STRUCTURE 5,STRUCTURE 3,0.8228517019695349
6911,STRUCTURE 5,STRUCTURE 6,0.8054286109394948
6913,STRUCTURE 6,STRUCTURE 1,0.8246528683974279
6914,STRUCTURE 6,STRUCTURE 2,0.8193840244204603
6915,STRUCTURE 6,STRUCTURE 3,0.8054286109394948
6916,STRUCTURE 6,STRUCTURE 5,0.8054286109394948
7377,RIVERVIEW INTENSIVE LEVEL SURVEY ,RIVERVIEW INTENSIVE LEVEL SURVEY,0.9908824482663855
7378,RIVERVIEW INTENSIVE LEVEL SURVEY ,RIVERVIEW INTENSIVE LEVEL SURVEY,0.9908824482663855
7379,RIVERVIEW INTENSIVE LEVEL SURVEY ,RIVERVIEW INTENSIVE LEVEL SURVEY,0.9908824482663855
7380,RIVERVIEW INTENSIVE LEVEL SURVEY ,RIVERVIEW INTENSIVE LEVEL SURVEY,0.9908824482663855
7381,RIVERVIEW INTENSIVE LEVEL SURVEY ,RIVERVIEW INTENSIVE LEVEL SURVEY,0.9908824482663855
7382,RIVERVIEW INTENSIVE LEVEL SURVEY ,RIVERVIEW INTENSIVE LEVEL SURVEY,0.9908824482663855
7383,RIVERVIEW INTENSIVE LEVEL SURVEY ,RIVERVIEW INTENSIVE LEVEL SURVEY,0.9908824482663855
7384,RIVERVIEW INTENSIVE LEVEL SURVEY ,RIVERVIEW INTENSIVE LEVEL SURVEY AREA,0.9657157422895498
7553,PROPERTY 1,PROPERTY 3,0.8230269794051621
7554,PROPERTY 1,PROPERTY 2,0.8230269794051621
7556,PROPERTY 2,PROPERTY 3,0.8230269794051621
7557,PROPERTY 2,PROPERTY 1,0.8230269794051621
7559,PROPERTY 3,PROPERTY 2,0.8230269794051621
7560,PROPERTY 3,PROPERTY 1,0.8230269794051621
8474, RED FORK SURVEY AREA ,RED FORK SURVEY AREA ,0.960865839166844
8475, RED FORK SURVEY AREA ,RED FORK SURVEY AREA ,0.960865839166844
8476, RED FORK SURVEY AREA ,RED FORK SURVEY AREA ,0.960865839166844
8477, RED FORK SURVEY AREA ,RED FORK SURVEY AREA ,0.960865839166844
8478, RED FORK SURVEY AREA , RED FORK SURVEY AREA,0.8774627840634746
8479, RED FORK SURVEY AREA , RED FORK SURVEY AREA,0.8774627840634746
8480, RED FORK SURVEY AREA , RED FORK SURVEY AREA,0.8774627840634746
8481, RED FORK SURVEY AREA , RED FORK SURVEY AREA,0.8774627840634746
8482, RED FORK SURVEY AREA , RED FORK SURVEY AREA,0.8774627840634746
9655,CHEYENNE HISTORIC DISTRICT ,CHEYENNE HISTORIC DISTRICT,0.8660512513984084
9656,CHEYENNE HISTORIC DISTRICT ,CHEYENNE HISTORIC DISTRICT,0.8660512513984084
9657,CHEYENNE HISTORIC DISTRICT ,CHEYENNE HISTORIC DISTRICT,0.8660512513984084
9658,CHEYENNE HISTORIC DISTRICT ,CHEYENNE HISTORIC DISTRICT,0.8660512513984084
9659,CHEYENNE HISTORIC DISTRICT ,CHEYENNE HISTORIC DISTRICT,0.8660512513984084
9660,CHEYENNE HISTORIC DISTRICT ,CHEYENNE HISTORIC DISTRICT,0.8660512513984084
9661,CHEYENNE HISTORIC DISTRICT ,CHEYENNE HISTORIC DISTRICT,0.8660512513984084
9662,CHEYENNE HISTORIC DISTRICT ,CHEYENNE HISTORIC DISTRICT,0.8660512513984084
9663,CHEYENNE HISTORIC DISTRICT ,CHEYENNE HISTORIC DISTRICT,0.8660512513984084
